('1203045', '艾热 AIR')
('12124013', 'KOZAY')
('1047064', 'KBShinya')
('12193780', 'Kc')
('12270301', 'KIPES')
('12780548', '克然Eli')
('12529648', 'KIV')
('12529780', 'KenRobb')
('30134499', 'KOALA')
('12956311', '康树龙')
('30476442', '可有道')
('34247208', 'kinkis')
('30129089', 'Kamil Jelil')
('1153020', 'KIGGA')
('32513883', '可爱冬')
('35949591', '轲轲睡不着')
('30707953', 'kKzk赵珂')
('12194650', 'KT')
('34407580', '考其正')
('12063100', 'Kastilione')
('30226109', 'Kirara Magic')
('34759573', 'Kryust')
('862058', '卡修Rui')
('12797496', 'KRIK')
('29265708', '侃迪kandi')
('27726814', '酷盖不酷')
('32851767', '康博文')
('12228683', 'KenZong')
('52734629', 'kexil')
('12261311', '柯镇恶')
('3614', '柯受良')
('12193637', 'KWXZ')
('14017279', 'KYS')
('34563750', '苦ferry')
('33900679', 'Kaptain')
('34329179', 'K2')
('34039075', '款冬')
('12472959', 'KidNam索南')
('48918817', '柯柯柯啊')
('5106', 'Keyso寿君超')
('12256202', 'K kure')
('13974121', '孔舒航')
('12287986', '孔柏森')
('32505351', 'Kz')
('12147167', 'Kukey')
('12083634', 'King Loki')
('12365010', 'Kurbanjan-ImirHesen')
('48139184', 'KINGOFJ')
('53702983', '快手伤感歌曲快乐小可乐')
('32590291', 'Kyrie尹幸涵')
('3619', '孔令奇')
('30790805', '凯元KY')
('50625297', 'kokou')
('12493703', 'K ELEVEN')
('15193214', '夏天')
('51638918', 'Kaiser-Zhang')
('33154311', 'koka')
('34797358', 'Kurban-Official')
('13197605', 'KANG')
('47790643', '匡宇_Keny')
('52287279', '顾炎')
('49986566', 'kettig')
('31358725', 'KiTKite')
('12215179', 'Kenny Saxton')
('34592004', 'Kami-Doon')
('3617', '柯有伦')
('49985759', '酷盖')
('30128771', 'KEST')
('12905801', 'Kai')
('3623', '康万生')
('3672', '柯暮卿')
('12072058', 'Keramjan MamatEli')
('37263650', 'Kurban_Official')
('12079097', 'kim23')
('1145064', 'kpasian柯普森')
('36404865', 'Kristian Yuan')
('49395172', '康宁')
('53212378', 'LIUXY-XY')
('12329423', 'KOOKDAVIDLOMAN')
('33736091', 'K.E.K')
('46277635', 'KYU')
('33072627', 'KEYBOI')
('30475296', 'ksovii')
('34227781', 'Kurbanjan Abla')
('33699197', 'KAKA')
('1216023', '开开（赵锴羿）')
('34288615', 'K. Zoom')
('28071257', 'KENNYSURF')
('36026819', '困告')
('1194119', 'K.D')
('36288930', 'KRSTODIO')
('12875343', 'Kukri')
('12140488', 'Khun刘坤')
('3684', '林俊杰')
('4292', '李荣浩')
('12277194', 'LBI利比')
('31165848', '刘大壮')
('3699', '李克勤')
('31668975', 'Lambert')
('1060132', '柳爽')
('15199791', '林达浪')
('3706', '林子祥')
('3691', '刘德华')
('12798217', '刘思鉴')
('3683', '李宗盛')
('3692', '林志炫')
('12293217', 'LEGGO')
('3695', '李健')
('35518640', 'Lil E')
('1038093', '鹿晗')
('12606272', '吕大叶')
('166010', '梁博')
('13022016', '廖俊涛')
('12493781', 'Lil Ghost小鬼')
('12291727', '赖仔Morris')
('12929031', '李润祺')
('12359437', '李常超 (Lao乾妈)')
('30437391', '戾格')
('12079219', '李佳隆')
('4130', '李玉刚')
('981141', '伦桑')
('12157298', '刘炫廷')
('3689', '李玖哲')
('12623251', '老番茄')
('3697', '卢冠廷')
('187081', '林晓峰')
('12079066', 'Lil Jet')
('30709091', '林加弦-')
('12349011', '李学仕')
('3705', '李圣杰')
('3686', '罗大佑')
('3722', '梁汉文')
('12277473', '李大奔_')
('12168149', '李宗锦（松紧先生）')
('12134076', '梁老师Tsong')
('34563612', '柳轻颂')
('4084', '林奕匡')
('3793', '陆虎')
('33863232', '罗言')
('51957057', 'ljz329')
('3685', '林宥嘉')
('12064019', '连麻Swimming')
('3701', '黎明')
('14116394', '鲁怀德')
('12570153', '浪子康')
('33762221', 'lil MILK')
('30004770', '李子豪(HtFR)')
('12227547', '刘崇健')
('3702', '林峯')
('12308156', '李冠霖')
('3690', '卢广仲')
('4171', '刘昊霖')
('12564872', '李铭辰')
('791331', '刘梓炎')
('52132292', 'Zyboy枯鱼')
('3682', '老狼')
('37693627', '刘可以')
('4080', '刘心')
('3698', '罗文')
('32673826', '刘森')
('32462386', '六少飞')
('33276080', '李大大')
('932053', '蓝波')
('12030367', '刘思达LOFTHESTAR')
('3723', '吕方')
('30406257', '刘珉轩')
('3694', '罗志祥')
('34203883', '李家鑫')
('30595546', 'Lunhui（轮回）')
('12002017', '柳戈')
('12027194', '李棒棒Muti')
('1185047', '龙崎')
('203041', '林倛玉')
('12648921', '李佩琪')
('1197076', '励阳')
('893267', '李琦')
('31766277', 'K4')
('776875', '刘宪华 (Henry)')
('37405569', '刘家纬')
('50799577', '李晓阔')
('13447730', '刘兆宇')
('12039173', '李尔新')
('14072301', '李寒')
('32543188', '卤蛋老师')
('30220303', 'Lil.Fred')
('12571830', '零6')
('31155501', '刘耀文')
('4469', '刘凤瑶')
('27729363', 'LeeHX李鸿翔')
('4069', '六哲')
('4089', '李炜')
('28072916', '老虎歌皇')
('13056454', '灵超')
('12138269', '毛不易')
('31002901', 'MoreLearn 27')
('1132392', '马思唯')
('4479', 'MC HotDog 热狗')
('188141', '满舒克')
('53340844', '慢热的气球')
('32913327', '某幻君')
('13288861', '马也_Crabbit')
('30704161', 'mac ova seas')
('4592', '马頔')
('32954608', '沐泽')
('13609637', '马良')
('6309', 'Mai')
('46476859', 'Mike 曾比特')
('52404339', '江峙')
('12798308', '马子林Broma')
('826336', '马雨阳')
('1094010', '摩登兄弟刘宇宁')
('1049168', 'MuSik I')
('896927', '莫西子诗')
('12270575', '孟凡明')
('12085424', 'Prodby玉')
('12114094', '马英伦')
('4483', '麦浚龙')
('33837719', '穆傲寒')
('29304235', 'Melo')
('12275142', 'MESHEL')
('32536476', 'Salder4cash')
('1038238', 'Mario')
('12570017', 'Mominjan Ablikim')
('14925064', 'Mula Sakee')
('12395708', 'MT1990')
('51157021', '梦毅学长')
('12290091', 'Muzo')
('37268030', 'MC 张天赋')
('33135621', '鸣小明')
('31917276', 'Mengzi')
('4552', '毛华锋')
('12413', '慕寒')
('12108762', 'Mc赵小涣')
('32438340', 'M学长')
('14118522', 'MoonVibe Beatz')
('187903', 'Mc光光')
('48985430', 'my')
('34673676', 'Morello Malt')
('12914544', '马伯骞')
('31085264', 'MaySeventeen')
('50647029', '没胡子老爷爷')
('13497629', '孟子坤')
('34514610', 'Mahmut Sulayman 穆罕莫德·苏来曼')
('4489', 'MC仁')
('4486', '毛宁')
('12919519', 'Matt吕彦良')
('33420405', '毛亦周')
('12357897', 'mok')
('12256230', 'M!$ter K')
('4569', '麦振鸿')
('12520339', '马嘉祺')
('30703834', '木亦舟')
('32563670', 'Maple暖枫')
('1041122', 'Mr.岑')
('29070146', 'Mei')
('4481', '满江')
('33909733', '马泽龙')
('13189949', '妙影轻音阁')
('12198125', 'Mc高迪')
('33936977', 'Mr.Joner')
('12275908', '馒头ZouLiang')
('1049174', '慕斯の小乖')
('49883818', 'Music--r')
('28633161', '孟祥龙')
('34534730', '默笙')
('52970873', '茫衫')
('52898054', '美国作息')
('13056459', '木子洋')
('49893090', 'Murphy')
('1132719', 'Mardan·omar')
('32956671', 'Mardan Bag Amat')
('4485', '马天宇')
('34361727', 'Mamatjan abay')
('50711589', 'Musli')
('12200580', '谟西Mercy')
('34077270', 'muradil abdusalam')
('32870452', '缪礼丞')
('48822021', 'MASD')
('32291850', 'MustangFord')
('13415208', 'Max马俊')
('1089210', 'MyT1aN')
('4488', '满文军')
('12563879', 'Mr Chip')
('47602429', '魔鬼花园')
('792162', 'M80')
('12282397', 'murat-musa')
('51005058', '喵喵清辰')
('30128735', 'Mehmutjan Mamut麦合木提江')
('47758564', '明海璐璐')
('12154030', 'MC星辰')
('12642721', '梅新杨')
('12136063', '寐加岛')
('50654460', 'NC.SE_MingRui yiqi（万罗明睿）')
('12570417', '那奇沃夫')
('34492596', '南辰Music')
('31062035', 'chewie 甲甲甲！')
('12514278', '那吾克热-NW')
('12037062', 'NaCho')
('12128251', '逆时针向')
('34534332', 'NickTheWorld')
('12264643', '泥鳅Zinco')
('32912271', 'Natsu团长')
('30894239', '南风')
('50339451', '余子林')
('51818625', '南忆')
('12271128', 'nevva')
('50532842', '泥人')
('34532620', '南橘ya')
('985227', '南风ZJN')
('33428842', '拿花负荷')
('34319195', 'nengcd')
('12085694', '诺言Jason')
('34443524', 'Nutul')
('53017882', '南山鹭x')
('47190107', '南音Music')
('32758449', 'Nurmeme')
('31181589', 'N.K.杨凯')
('990051', '泥鳅Niko')
('190349', 'NL不分')
('50347755', '努尔')
('49510642', '杨静茹')
('1205015', '倪健')
('52241117', '你该如何定义我')
('34436645', '南柯一梦')
('1074042', 'Noicybino')
('33420510', '鸟森')
('14115271', 'Nijat-Rixat')
('51945551', 'N1ko.')
('35510853', 'NS-EA7')
('980113', '宁桓宇')
('34596390', '念宸')
('31335870', '南木卡')
('46668516', 'ɖιℓιм MyЗbIKa')
('12473023', 'Nasrulla Amat 乃斯肉拉')
('4670', '倪子冈')
('34371920', 'Nur_Official')
('35518762', 'NSG')
('1139002', '倪金威')
('34436809', '年少不川')
('12357233', '闹闹丶')
('48819321', 'nur_尼')
('31312391', 'note')
('34208232', 'Nacyan')
('29597167', '倪小义')
('30953629', '霓虹歌舞厅')
('12563218', '宁采臣丶在唱歌')
('35421367', '牛牛小朋友_PJZ')
('12454157', '倪宇')
('28431948', '南柯nanklo')
('34025882', 'Natsu.')
('12140507', 'Nisw')
('34550348', '倪琰宸')
('36194372', 'Nazar-FM')
('1058125', 'N2V')
('13284137', 'Nugget')
('12060064', 'NceS')
('46357341', '南宁DJ-LH')
('51604454', 'YOUNG20021119-')
('46957088', 'Nahxa视频')
('12049020', 'Nurmuhammat Tursun')
('52410712', '难忘')
('33390748', 'Nong_Music')
('51083656', '尼克')
('209064', 'Nicholas Cheung')
('37012297', 'Nurbolat Abdullin')
('31092186', '南起')
('34355206', 'siick')
('51762926', '南宁DJ阿聪')
('12770495', 'nothingexistence')
('33397740', '酿酒不会酿酒')
('36288991', 'NuRali abdursul')
('30286068', 'Number')
('12512023', '奶爸白')
('32574230', 'Noizzy')
('31249428', 'NILBEROB_柏林')
('46627436', 'Nijat WaliYakup')
('12127345', 'Naggy(A.K.A EnAce)')
('13111296', 'NurxatAnwar')
('36179446', 'NurumOfficial')
('50976800', 'Noriチャ')
('12038055', '南以鸣')
('34055216', 'Nurshat Dilshat')
('12349775', 'Nino学长')
('32602656', '能唱的老狗')
('51488286', '南屿')
('30783719', 'NLReborn')
('12465111', '倪椤')
('48637798', 'Nurali')
('46962776', 'Nurmammat-Keyum')
('35655794', 'NF海洋')
('46396295', '倪浩毅')
('47060935', 'N.e')
('36634543', 'Nureli')
('12277342', 'Oce Fore张曦')
('12759030', 'OWEN欧阳子文')
('1204076', '欧瑞SoulCore')
('31048722', 'Oliver Jiang')
('12286389', 'OneCandy')
('30958996', 'OSMANDJ')
('12547139', 'Ove')
('4694', '欧阳靖')
('12271141', 'ODD陈思键')
('12507326', 'Oturans')
('34205050', 'Omarjan-Alim')
('4711', '区瑞强')
('51535285', 'ai宝宝')
('30285305', 'Omajor')
('14021228', '欧邦聪')
('12060060', 'OB03')
('29397565', 'WAVEBOI444')
('37001639', 'Osman Mamtimin')
('51001136', 'BLAC-KUDUS')
('12570150', 'OGTrevor')
('31375397', 'OVEITSUK')
('4700', '欧汉声')
('51993046', 'OneLamp')
('896460', '欧豪')
('13151028', 'oneboi')
('36457089', 'Ab̸d̸u̸ m̸u̸s̸s̸i̸c̸')
('46925314', 'Ocean Radio')
('35512489', '欧阳杰(文古）')
('32912634', 'Oness')
('28642436', 'Osman-Okya')
('34290197', 'Oran_G 橙霸天')
('34562377', 'Original')
('37052069', 'OneOne')
('4715', '欧阳尚尚')
('12373873', 'OMZING')
('29394105', 'oreo古灵吉')
('35290713', 'Omarile-约麦尔艾力')
('12308092', 'OYRH')
('13110497', 'OliVerW')
('1196073', 'OELoop')
('12782258', 'Oceanlee')
('12642936', 'onlooker')
('47256755', '鬼脸z')
('12174329', '欧几')
('46700705', '吃巧克力听哈语歌')
('46441890', 'OYBAIQEWAG FM')
('30953773', 'onestep slat')
('4695', '欧翠峰')
('12256752', 'OBecruel')
('30959686', 'OttoWu')
('48043747', 'Omar-Dawut')
('12101190', '欧林东东')
('34235847', '欧阳聪')
('53685081', '一起过冬好吗')
('36512230', 'oYe MiHERWAZ FM')
('35421136', '欧的陈')
('30002995', 'OuYoung')
('12454783', '欧阳仙笙')
('46495320', 'Cr赤然')
('34869240', 'Osmanjan-BaraT')
('35415913', 'OshAkati')
('12568490', 'octopus 章鱼')
('34421402', 'ONENINE')
('12172597', 'oldliu')
('13037917', 'OA')
('12085036', 'ODE')
('31095168', 'One_Z')
('12028061', 'Oran')
('46627893', 'otkash')
('49317612', 'only苏坤杰')
('12167214', '欧小晨')
('12272278', 'Owane羽沙')
('35575309', 'O.J')
('12271291', 'Ozu Snow 徐学人')
('12003204', 'Orkaxjan Emar')
('51226320', 'Omarjan Ablat')
('12172155', 'OneFanki')
('12529492', 'Oroger')
('33578683', 'Owen')
('51978150', 'One')
('51472300', '欧文有我憨')
('31544086', 'Oscar Tao')
('12770006', 'Ocd')
('32912527', 'Omen')
('50406083', 'OCEAN 1 SWAG')
('48633521', 'KHAKI')
('49406895', 'OT小馒')
('30225748', 'OUHBOY')
('48356650', 'oldstyle老派')
('12649192', 'Own hero大铠')
('53483506', 'OuttaWave')
('53569196', 'Onenice')
('4691', 'Okna Tsahan Zam')
('34158478', 'Omareli Abdukerim')
('29271051', 'OC程潇')
('34294505', 'Osmanjan')
('46699194', 'OP')
('50101933', 'dj小欧')
('14608720', 'OLD NinE九哥')
('15060319', 'Oli')
('4723', '潘玮柏')
('29303235', 'PSY.P')
('4721', '朴树')
('32097566', 'PIggy')
('12119618', '派克特（PACT）')
('33910887', '皮皮爱习题')
('4726', 'Pianoboy高至豪')
('12443292', '朴冉')
('46717748', 'Pnan')
('12083175', '排骨教主')
('4755', '品冠')
('12083497', 'PO8')
('12038065', '拼音师')
('33059168', '皮卡丘多多')
('33284852', '浦东老农民')
('12140265', '彭非凡Ghost')
('34514656', '帕特龙')
('30233584', '盼你温柔')
('11974049', '鹏泊')
('51095089', '品冠儿子Jayden')
('36772585', 'weloveminz')
('33696745', 'Pigeon鸽歌')
('1041119', 'Pahirdin')
('33735944', '庞龙')
('13701182', 'Pyb')
('12406366', 'Paul Liu')
('30960989', 'Pam_dinosaur')
('34564983', '盼钰')
('47702431', 'Pencil-S')
('1046460', '潘广益')
('1049684', '彭飞')
('1050465', 'Panta.Q 郭曲')
('47130971', 'P1NK9INE')
('31565057', 'Platix_Zhang')
('46499788', 'Pink rose')
('4777', '平安')
('13520444', '蒲洛纳ProN4c Beatz')
('14587783', 'PRC Mission')
('50647045', '盼等桃花开')
('1047180', '潘松和')
('15063609', 'PRC HT')
('12319383', '胖胖胖')
('12701513', 'Parion圆周率')
('53680562', '彭忠豪')
('48129080', '痞乐')
('46705822', 'Patryk X')
('12037292', 'Person')
('1198024', '破碎乐队')
('46356747', 'Punkey')
('1024310', '帕尔哈提')
('33709975', 'PC.')
('12633236', 'P.O.E')
('12495732', 'PY E')
('28071824', 'Perhat Gheni')
('4728', '彭健新')
('30710183', '潘韬Pandos')
('50736338', '派小星')
('32125708', 'Pinky')
('34326900', 'Perwaz')
('12025425', 'Phigma')
('29392387', '破烂神')
('50644426', '皮卡丘不慌')
('34636742', 'PigZ')
('32499917', 'Pyto翁凡洲')
('4731', '潘安邦')
('49802858', 'DJ-Boomi')
('12394078', 'Panda.G')
('34497633', '平潭DJ大街')
('36651461', '破茧成蝶BUTTERFLY')
('49320488', 'Ply Bingo')
('33425353', 'PuffNoCap')
('49689984', '泡芙不掉队')
('33907333', 'Pakway')
('47914391', '鹏鹏宇')
('36341115', 'Pank')
('46630571', '皮皮虾')
('13008023', 'PPLUSBoy')
('34422222', 'PandaKING')
('36857334', 'pooo')
('35877966', 'Pocky百醇')
('50446107', '破产男孩')
('47777379', '彭旋')
('13201520', 'PokeB')
('12145025', '彭昱畅')
('31372925', '彭柏德')
('35654284', '普信主义')
('34780063', 'PILLAR')
('32915738', 'ParHat-ObulHasan')
('12183189', 'Pro-Z')
('12269049', '朋措达杰')
('34819863', 'PowerM')
('30223593', 'Paherdin-Turmamat')
('34373534', 'Parhat-Abdukirim')
('12346587', 'PhaseSecond')
('32155885', 'PHIDOKI_')
('12156298', 'P-TYANG')
('4764', '潘柯夫')
('34536564', '螃蟹真疼')
('12083741', 'Polobear-Beats')
('1178287', '派伟俊')
('31002807', '七叔-叶泽浩')
('4873', '奇然')
('34821019', '祁闻冥轩')
('12538467', '千里狗')
('12287780', '前男友')
('4813', '齐秦')
('1159045', '齐一')
('817039', '乔佳旭')
('12079231', '邱有句')
('31255686', '巧乐兹')
('12038239', '裘德')
('36090255', '青云万里')
('36930780', '秋末星河')
('52402276', '秦嘉宇')
('34663712', '仇远旭')
('12118230', '钱正昊')
('48806664', '晴茗')
('4831', '乔洋')
('31675365', '祁念')
('13197170', '仇志')
('34440087', '七结音')
('30707481', '秦Sir')
('51497783', '秋北先生.')
('12899524', 'hansqiqiqi')
('36562889', '七月的星期七')
('30223925', '恰见明月栖山')
('32743358', '恰空PurrLude')
('48424018', '青米次仁')
('1043222', '秋野')
('4863', '齐晨')
('35726428', '清殷')
('12775210', '秦奋')
('46276314', '乔丹小神')
('12904832', '荨麻疹')
('33578864', '柒佰')
('34516670', '钱逸轩')
('1071024', '前冲')
('50430792', '秦雁回')
('12264753', '圈同学')
('12228845', '曲贺')
('12525569', '乔杉')
('13860299', '青沨')
('4793', '乔任梁')
('15199403', '奇诺')
('1195087', '秋风MusiX')
('12279998', '邱振哲')
('28420035', 'Qeyserrozi')
('4833', '祁隆')
('14857181', '情词尧')
('47557900', '钱多多')
('12205140', '青柠工作室')
('31932152', 'Qemirdin Tursun')
('35604270', '仇子健Z.Jet')
('12287626', '清晨大攀')
('187088', '钱嘉乐')
('34444334', '麒杰')
('33744334', 'Qperkz')
('51209806', '情绪逃离计划')
('48851188', '乔书泽')
('47381076', '漆原くん')
('33149493', '青海龙泽')
('32527716', '秦霄贤')
('52636824', '权宝')
('12058024', '钱晨航')
('48284232', '清野')
('12226197', '青尢')
('36520025', '秦晓疯')
('12092424', '邱靓云（大邱）')
('33167182', '七卞i')
('187624', 'Q.luv')
('46655932', '启城')
('13429295', '浅堤')
('12769203', '青峰AomineDaiky')
('12919472', 'Qeyser-Bextiyar')
('12266262', '青盏')
('46444073', '邱森')
('1063018', '浅蓝')
('47842312', '清寒mtw')
('37342266', '起风等花落')
('28867655', '千凛')
('37098280', '鹊鹊')
('33914868', '琴师')
('12085535', '秦小站')
('51139476', '青尤')
('981008', '邱比 CHOVBE')
('53178005', '秋语')
('36022451', '青椒')
('34597979', '千万般遗憾')
('49510720', '七七的崽崽')
('4809', '齐旦布')
('916042', '邱锋泽')
('32463567', '橘.子')
('47606377', '桥隧_CsXO')
('28900338', '屈楚萧')
('12126190', 'Qeyser-Erkin')
('12001011', '秦晨阳')
('32574893', '权熙洁')
('31790957', '祺明')
('37514999', '秋大清')
('47352400', '清尘')
('4895', '任贤齐')
('12120652', 'Rays陈袁')
('33603673', '如懿')
('12053410', '任子墨')
('32993871', 'Reyimjan-Abdukeyum')
('30796325', 'royster lee')
('4923', '任书怀')
('47292290', '日大帅')
('37342327', 'Rock-刀客')
('12002065', 'Rangsiz')
('1044054', 'R7CKY')
('46273988', 'Rustam 330')
('46998824', '若风Music')
('12432542', 'Ricky Krystal')
('12319437', 'Ranzer')
('12460520', 'Realzat')
('12605071', 'Reggie Yang')
('28416542', 'RRealning')
('12113223', 'RAPPER32')
('31439800', 'Rozijan Erkin')
('33804419', 'Rena-Mijit')
('32897934', 'READON')
('35884142', 'Radio～Music')
('996336', '人衣大人')
('47823716', 'Right')
('33582991', 'Rui')
('12350853', 'Red K')
('46559027', 'Rozi Ezizi')
('34230515', '热爱与坚持')
('13010029', 'Raychen')
('1110009', 'RIYAT.YUSUP热亚提')
('30701525', '热水澡')
('32009365', '热浪')
('48138963', 'R̶ᴇ̶ɢ̶ʀ̶ᴇ̶ᴛ̶.')
('32505591', 'RENOLD')
('1049065', '任永恒')
('34515549', 'RuzeOfficial')
('48571399', 'Reignes')
('49306224', 'Ricky')
('12787596', 'RedXxxxxx')
('13109231', 'R.S.H')
('34787931', 'REDRUM MUSIC')
('51138782', '日落')
('46500093', 'Raxidin KurBan')
('49407068', 'romantic')
('52632384', 'ROYYNN')
('35422431', 'RAGSIZ')
('34514965', '瑞恩船长')
('49287316', 'Raxidin KurBan')
('36129798', 'Roze musice')
('48436026', 'RSTM')
('49135339', '如何定义我')
('34582525', '扰心')
